barcode	manifest	individual	diagnosis	sex	total_counts	total_features_by_counts	pc_mito	pc_ribo	is_singlet	clusters	partitions	Allan2019_ML1	Allan2019_ML2	Zeisel2018_ML4	Zeisel2018_ML5	allan_celltype	allan_layer	allan_cluster_gene_1	allan_cluster_gene_2	cluster_celltype
fonij_1_MOL1_1469	fonij	1	Cases	F	1620	870	0	0.0276941601444913	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1470	fonij	1	Cases	F	1722	907	0	0.0335990888382688	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1471	fonij	1	Cases	F	1751	892	0	0.0266814897165092	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1472	fonij	1	Cases	F	1923	914	0	0.0306435137895812	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1473	fonij	1	Cases	F	2503	1204	0	0.0241151302994944	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1474	fonij	1	Cases	F	3322	1391	0	0.0337441314553991	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1475	fonij	1	Cases	F	1981	966	0	0.0447834645669291	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1476	fonij	1	Cases	F	2349	1166	0	0.0277547638773819	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1477	fonij	1	Cases	F	2272	1089	0	0.0224137931034483	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1478	fonij	1	Cases	F	1823	915	0	0.0317374932759548	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1479	fonij	1	Cases	F	1849	903	0	0.0362204724409449	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1480	fonij	1	Cases	F	2621	1222	0	0.0202247191011236	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1481	fonij	1	Cases	F	5833	1906	0	0.0196502914238135	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1482	fonij	1	Cases	F	1759	914	0	0.0349223946784922	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1483	fonij	1	Cases	F	1995	987	0	0.0252795333009237	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1484	fonij	1	Cases	F	2400	1129	0	0.0260905014268243	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1485	fonij	1	Cases	F	1940	944	0	0.0271084337349398	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1486	fonij	1	Cases	F	1827	908	0	0.0235546038543897	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1487	fonij	1	Cases	F	4145	1616	0	0.0283372365339578	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1488	fonij	1	Cases	F	1706	942	0	0.0223495702005731	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1489	fonij	1	Cases	F	2165	1000	0	0.0251346499102334	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1490	fonij	1	Cases	F	2594	1189	0	0.0236131934032984	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1491	fonij	1	Cases	F	2509	1199	0	0.0283055447848003	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1492	fonij	1	Cases	F	1738	869	0	0.0208333333333333	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1494	fonij	1	Cases	F	2615	1096	0	0.0401199850018748	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1495	fonij	1	Cases	F	1792	869	0	0.0317982456140351	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1496	fonij	1	Cases	F	2437	1047	0	0.0257960499798468	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1497	fonij	1	Cases	F	1676	924	0	0.02031340684852	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1498	fonij	1	Cases	F	1926	997	0	0.0207805372529143	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1499	fonij	1	Cases	F	3652	1481	0	0.0291521797271998	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1500	fonij	1	Cases	F	4178	1636	0	0.027784263366799	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1501	fonij	1	Cases	F	2224	1100	0	0.0166739798157086	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1502	fonij	1	Cases	F	2473	1218	0	0.0204805041354864	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1503	fonij	1	Cases	F	1856	897	0	0.0189473684210526	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1504	fonij	1	Cases	F	2562	1134	0	0.0258653480410803	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1505	fonij	1	Cases	F	2086	975	0	0.0304022450888681	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1506	fonij	1	Cases	F	2922	1256	0	0.0245765526403188	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1507	fonij	1	Cases	F	1669	898	0	0.0231749710312862	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1508	fonij	1	Cases	F	4491	1634	0	0.0132695236023494	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1509	fonij	1	Cases	F	2751	1256	0	0.0347517730496454	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1510	fonij	1	Cases	F	2154	1077	0	0.0376930063578565	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1511	fonij	1	Cases	F	3136	1393	0	0.0200431699044095	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1512	fonij	1	Cases	F	2219	1041	0	0.0303296703296703	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1513	fonij	1	Cases	F	3825	1543	0	0.0296296296296296	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1514	fonij	1	Cases	F	2200	1073	0	0.02210433244916	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1515	fonij	1	Cases	F	2155	1058	0	0.0368684569868002	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1516	fonij	1	Cases	F	3183	1369	0	0.0213089802130898	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1517	fonij	1	Cases	F	4045	1440	0	0.0186440677966102	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1518	fonij	1	Cases	F	1689	873	0	0.0259515570934256	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1519	fonij	1	Cases	F	2724	1228	0	0.0257879656160458	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1520	fonij	1	Cases	F	1507	855	0	0.0192926045016077	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1521	fonij	1	Cases	F	2681	1257	0	0.0391730141458107	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1522	fonij	1	Cases	F	1741	888	0	0.0286355979786637	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1523	fonij	1	Cases	F	1623	939	0	0.0255952380952381	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1524	fonij	1	Cases	F	2616	1152	0	0.0383612662942272	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1525	fonij	1	Cases	F	5900	2026	0	0.023083264633141	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1526	fonij	1	Cases	F	3827	1553	0	0.0211518858307849	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1527	fonij	1	Cases	F	3864	1512	0	0.02117469120242	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1528	fonij	1	Cases	F	2130	1018	0	0.0357470210815765	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1529	fonij	1	Cases	F	1808	915	0	0.0243243243243243	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1530	fonij	1	Cases	F	2460	1140	0	0.029874213836478	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1531	fonij	1	Cases	F	2140	1089	0	0.0232452142206016	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1532	fonij	1	Cases	F	2667	1201	0	0.0259882869692533	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1533	fonij	1	Cases	F	2001	1013	0	0.0318159569260891	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1534	fonij	1	Cases	F	2675	1202	0	0.0333455478197142	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1535	fonij	1	Cases	F	1664	883	0	0.0229007633587786	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1536	fonij	1	Cases	F	2347	1139	0	0.0342522974101921	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1537	fonij	1	Cases	F	2983	1320	0	0.0317512274959083	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1538	fonij	1	Cases	F	1981	980	0	0.029021151008362	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1539	fonij	1	Cases	F	1839	954	0	0.0221052631578947	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1540	fonij	1	Cases	F	4261	1611	0	0.0248218800275799	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1541	fonij	1	Cases	F	3579	1343	0	0.0171662125340599	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1542	fonij	1	Cases	F	2384	1166	0	0.0228105906313646	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1543	fonij	1	Cases	F	1551	875	0	0.0294486215538847	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1544	fonij	1	Cases	F	2141	1061	0	0.0391086857662574	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1545	fonij	1	Cases	F	1917	967	0	0.0275510204081633	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1546	fonij	1	Cases	F	2269	980	0	0.0253763440860215	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1547	fonij	1	Cases	F	2702	1230	0	0.0321880650994575	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1548	fonij	1	Cases	F	1930	1004	0	0.0283257460799191	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1549	fonij	1	Cases	F	1893	1018	0	0.0242643262777491	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1550	fonij	1	Cases	F	1895	999	0	0.025706940874036	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1551	fonij	1	Cases	F	2000	1029	0	0.0181017612524462	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1552	fonij	1	Cases	F	2875	1262	0	0.0196610169491525	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1553	fonij	1	Cases	F	1631	894	0	0.0293588975434392	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1554	fonij	1	Cases	F	2508	1056	0	0.030859375	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1555	fonij	1	Cases	F	2544	1176	0	0.0226313770617568	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1556	fonij	1	Cases	F	2598	1195	0	0.0202550637659415	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1557	fonij	1	Cases	F	2028	902	0	0.025012025012025	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1558	fonij	1	Cases	F	2442	1155	0	0.0244293151782139	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1559	fonij	1	Cases	F	2517	1279	0	0.0261639091958446	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1560	fonij	1	Cases	F	2212	1045	0	0.0344370860927152	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1561	fonij	1	Cases	F	4659	1749	0	0.0310532941670164	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1562	fonij	1	Cases	F	2611	1258	0	0.0308894678079643	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1563	fonij	1	Cases	F	2348	1046	0	0.0304039983340275	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1564	fonij	1	Cases	F	3716	1479	0	0.0309851694915254	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1565	fonij	1	Cases	F	3136	1409	0	0.0197958552428085	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1566	fonij	1	Cases	F	4566	1667	0	0.0246861034262609	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1567	fonij	1	Cases	F	2465	1158	0	0.033844942935852	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1568	fonij	1	Cases	F	2006	1022	0	0.0332690453230473	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1569	fonij	1	Cases	F	1729	851	0	0.0230725942599887	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1570	fonij	1	Cases	F	2663	1339	0	0.0205053094104724	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1571	fonij	1	Cases	F	2772	1144	0	0.0277290277290277	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1572	fonij	1	Cases	F	2053	1096	0	0.0194220748460445	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1573	fonij	1	Cases	F	2085	1008	0	0.0219421101774043	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1574	fonij	1	Cases	F	3262	1394	0	0.0134248210023866	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1575	fonij	1	Cases	F	1911	900	0	0.0424118548799182	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1576	fonij	1	Cases	F	2313	1155	0	0.0226700251889169	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1578	fonij	1	Cases	F	2480	1223	0	0.0358408822371012	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1579	fonij	1	Cases	F	1934	947	0	0.0329781836631152	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1580	fonij	1	Cases	F	2400	1163	0	0.0244200244200244	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1581	fonij	1	Cases	F	2653	1208	0	0.0251107828655835	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1582	fonij	1	Cases	F	1867	956	0	0.026673640167364	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1583	fonij	1	Cases	F	2984	1283	0	0.0214703968770332	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1584	fonij	1	Cases	F	1894	964	0	0.0319258496395469	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1585	fonij	1	Cases	F	2127	1122	0	0.0248733302625518	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1586	fonij	1	Cases	F	2086	1059	0	0.0243331773514272	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1587	fonij	1	Cases	F	2657	1174	0	0.0227773695811903	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1588	fonij	1	Cases	F	2927	1213	0	0.0295302013422819	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1589	fonij	1	Cases	F	1983	934	0	0.0275454992621741	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1590	fonij	1	Cases	F	2588	1187	0	0.0234138972809668	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
fonij_1_MOL1_1591	fonij	1	Cases	F	1759	874	0	0.0188470066518847	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
